Ville,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV
Baie Saint Paul,G3Z 2R1,10,78,QC,CENTRE DE LA PETITE ENFANCE LA GOÉLETTE ENCHANTÉE INC.,CPE,Capitale Nationale,"66, rue Racine",CR
Baie Saint Paul,G3Z 1W3,10,44,QC,GARDERIE JAUNE FORÊT,GARD,Capitale Nationale,"41, boul. Raymond Mailloux",CR
Baie Saint Paul,G3Z 0K2,0,39,QC,LA GARDERIE DU COIN,GARD,Capitale Nationale,"151, Alfred Morin",
Baie Saint Paul,G3Z 0K2,15,31,QC,LA GARDERIE DU COIN 2,GARD,Capitale Nationale,"165, rue Alfred Morin",
Beaupré,G0A 1E0,20,80,QC,INSTALLATION LA VOLIÈRE,CPE,Capitale Nationale,"10961, rue des Montagnards",CR
Beaupré,G0A 1E0,10,80,QC,INSTALLATION MONTAGNARDS,CPE,Capitale Nationale,"10900, rue des Montagnards",CR
Boischatel,G0A 1H0,15,73,QC,2025,GARD,Capitale Nationale,"5357, rue Dugal",CR
Boischatel,G0A 1H0,5,49,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 1,CPE,Capitale Nationale,"11, rue Montmorency",CR
Boischatel,G0A 1H0,20,80,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 4,CPE,Capitale Nationale,"15, rue Montmorency",CR
Boischatel,G0A 1H0,15,80,QC,GARDERIE LA BOUGEOTTE DE BOISCHATEL,GARD,Capitale Nationale,"6, rue Charleville",
Boischatel,G0A 1H0,15,67,QC,GARDERIE LES BOISCHATOUILLES INC.,GARD,Capitale Nationale,"5609, rue Dugal",CR
Cap Santé,G0A 1L0,10,78,QC,CPE AU BOISÉ DES ABEILLES,CPE,Capitale Nationale,"30, rue Déry",CR
Château Richer,G0A 1N0,15,83,QC,GARDERIE MON CHÂTEAU À MOI,GARD,Capitale Nationale,"7754, Avenue Royale",CR
Clermont,G4A 1A4,15,75,QC,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,CPE,Capitale Nationale,"5, rue Jean Talon",CR
Donnacona,G3M 1L7,10,54,QC,CENTRE DE LA PETITE ENFANCE AU JARDIN DES ABEILLES (C.P.E.),CPE,Capitale Nationale,"570, boulevard Gaudreau",CR
Donnacona,G3M 1B9,15,73,QC,CPE LES DOUDLIPOUX,CPE,Capitale Nationale,"197, route 138",CR
Donnacona,G3M 0J2,30,100,QC,DANS L'UNIVERS DE CAJO,GARD,Capitale Nationale,"134, boulevard des Écureuils",CR
L'Ancienne Lorette,G2E 1Y8,10,80,QC,GARDERIE LA BOTTINE ENCHANTÉE,GARD,Capitale Nationale,"1185, rue Saint Paul",CR
L'Ancienne Lorette,G2E 3B5,0,80,QC,GARDERIE PETITE ÉCOLE NOTRE DAME,GARD,Capitale Nationale,"1624, rue Notre Dame",
L'Ancienne Lorette,G2E 1R6,12,57,QC,INSTALLATION AU CARROUSEL ENFANTIN,CPE,Capitale Nationale,"2015, rue Saint Jean Baptiste",CR
L'Ancienne Lorette,G2E 1G8,5,37,QC,INSTALLATION AU PETIT POUCET,CPE,Capitale Nationale,"1380, rue des Pins Ouest",CR
L'Ancienne Lorette,G2E 0A1,10,58,QC,INSTALLATION DES BELLES RIVIÈRES,CPE,Capitale Nationale,"1295, rue des Loisirs Est",CR
L'Ancienne Lorette,G2E 3B5,20,20,QC,LES BAMBINS DE LA PETITE ÉCOLE NOTRE DAME,GARD,Capitale Nationale,"1626, rue Notre Dame",
L'Ancienne Lorette,G2E 6L6,10,54,QC,PETITE ÉCOLE ABC PRESCHOOL 3,GARD,Capitale Nationale,"1291, avenue Jules Verne, bureau 100",
L'Ancienne Lorette,G2E 4L2,20,80,QC,SERVICE DE GARDE MYLAINE INC.,GARD,Capitale Nationale,"1931, rue des Granges",CR
L'Ange Gardien,G0A 2K0,10,62,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 2,CPE,Capitale Nationale,"30, rue de la Mairie",CR
L'Ange Gardien,G0A 2K0,10,80,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 3,CPE,Capitale Nationale,"300, rue du Tricentenaire",CR
L'Ange Gardien,G0A 2K0,10,62,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 5,CPE,Capitale Nationale,"32, rue Casgrain",CR
L'Isle aux Coudres,G0A 3J0,5,21,QC,CENTRE DE LA PETITE ENFANCE DU SOLEIL À LA LUNE,CPE,Capitale Nationale,"45, chemin de la Traverse",CR
La Malbaie,G5A 1K3,10,62,QC,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,CPE,Capitale Nationale,"175, rue Le Courtois",CR
La Malbaie,G5A 2A5,0,26,QC,L'ATELIER DE MENAUD,GARD,Capitale Nationale,"9, rue Principale",
Lac Beauport,G3B 2P7,15,75,QC,CPE JOLI COEUR INSTALLATION DE LA MONTAGNE,CPE,Capitale Nationale,"33, chemin des Épinettes",CR
Lac Beauport,G3B 0W1,10,78,QC,CPE JOLI COEUR INSTALLATION DU LAC,CPE,Capitale Nationale,"584, chemin du Tour du Lac",CR
Lac Beauport,G3B 0W8,25,100,QC,IL ÉTAIT UNE FOIS AU LAC BEAUPORT INC.,GARD,Capitale Nationale,"1016, boulevard du Lac",CR
Lac Beauport,G3B 0W8,0,23,QC,ÉCOLE PRÉMATERNELLE ET MATERNELLE MONTESSORI DE LAC BEAUPORT INC.,GARD,Capitale Nationale,"1020E, boulevard du Lac",CR
Neuville,G0A 2R0,5,31,QC,LE PETIT GOUROU,CPE,Capitale Nationale,"766, Route 138",CR
Neuville,G0A 2R0,5,39,QC,LES PETITS MARINS,CPE,Capitale Nationale,"240, rue du Père Rhéaume",CR
Pont Rouge,G3H 3R7,5,39,QC,GARDERIE DU JARDIN,GARD,Capitale Nationale,"10, rue de la Fabrique",
Pont Rouge,G3H 3B3,15,100,QC,GARDERIE LES MATELOTS PONT ROUGE,GARD,Capitale Nationale,"151, rue du Collège",CR
Pont Rouge,G3H 0M6,10,62,QC,LA HAUTE VOLTIGE PONT ROUGE,GARD,Capitale Nationale,"20, route de la Pinière, local 103",
Pont Rouge,G3H 2G6,10,62,QC,LE KANGOUROU,CPE,Capitale Nationale,"73, rue Pleau",CR
Pont Rouge,G3H 0J5,5,39,QC,LE KOALA,CPE,Capitale Nationale,"8, rue du Croissant",CR
Portneuf,G0A 2Y0,5,39,QC,INSTALLATION LES ÉTINCELLES,CPE,Capitale Nationale,"521, avenue de l'Église",CR
Québec,G3E 1L2,15,80,QC,CPE LE TREMPLIN,CPE,Capitale Nationale,"1536, de la Faune",CR
Québec,G1H 1M7,10,62,QC,GARDERIE PRIVÉE LA PETITE ESCABELLE INC.,GARD,Capitale Nationale,"160, 73e Rue Est",
Québec,G2K 0M6,20,80,QC,ACADÉMIE RIRE & GRANDIR INC.,GARD,Capitale Nationale,"1255, boulevard Lebourgneuf, bureau 150",
Québec,G3K 1J9,0,44,QC,ACADÉMIE UNI SPORT VAL BÉLAIR,GARD,Capitale Nationale,"1091, boulevard Pie XI Sud",
Québec,G2M 1L1,15,30,QC,AU CHATEAU DE LORIE 2,GARD,Capitale Nationale,"20354, boulevard Henri Bourassa, suite 101",
Québec,G2M 1L1,15,80,QC,AU CHÂTEAU DE LORIE INC.,GARD,Capitale Nationale,"20354, boulevard Henri Bourassa, suite 101",
Québec,G1C 5Y8,0,18,QC,AU COIN D'ÉMILIE INC.,GARD,Capitale Nationale,"2362, boulevard Louis XIV",CR
Québec,G3G 2Z3,10,45,QC,AU JARDIN DES LUTINS,GARD,Capitale Nationale,"15473, boulevard de la Colline",CR
Québec,G3E 1X3,0,19,QC,AU ROYAUME DE FANFAN 2,GARD,Capitale Nationale,"6137 A, rue du Pomerol",
Québec,G1W 4B6,0,56,QC,BOUT EN TRAIN,CPE,Capitale Nationale,"1199, Avenue Beaupré",CR
Québec,G3E 1L8,10,62,QC,BRIN DE FOLIE,CPE,Capitale Nationale,"6089, rue Vénus",CR
Québec,G1C 1W5,10,80,QC,C.P.E. LA P¿TITE CHUTE,CPE,Capitale Nationale,"2130, boulevard des Chutes",CR
Québec,G1Y 3T9,10,26,QC,CENTRE D'ÉVEIL ET D'APPRENTISSAGE À TON RYTHME,GARD,Capitale Nationale,"4074B, rue André Riel",
Québec,G1C 0B9,10,70,QC,"CENTRE DE LA PETITE ENFANCE ""LA P'TITE CHUTE""",CPE,Capitale Nationale,"1, rue de la Farandole",CR
Québec,G1M 3G1,15,61,QC,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI,CPE,Capitale Nationale,"450, avenue Glazier",CR
Québec,G1M 3G1,0,45,QC,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI II,CPE,Capitale Nationale,"450, avenue Glazier",CR
Québec,G2N 1C5,0,26,QC,CENTRE DE LA PETITE ENFANCE AU VIEUX BERCEAU,CPE,Capitale Nationale,"631, rue Jacques Bédard",CR
Québec,G2C 1V1,5,67,QC,CENTRE DE LA PETITE ENFANCE AUX POUSSINOTS D'ALAKAZOU DE QUÉBEC INC.,CPE,Capitale Nationale,"2020, avenue Chauveau",CR
Québec,G1S 3G3,0,40,QC,CENTRE DE LA PETITE ENFANCE CLAIR DE LUNE,CPE,Capitale Nationale,"1040, avenue Belvédère, suite 200",CR
Québec,G1K 2L5,6,58,QC,CENTRE DE LA PETITE ENFANCE DE L'ANSE AUX LIEVRES INC.,CPE,Capitale Nationale,"330, rue de la Croix Rouge, bureau A101",CR
Québec,G1W 1C2,10,70,QC,CENTRE DE LA PETITE ENFANCE DU CHUL,CPE,Capitale Nationale,"2721, rue du Général Tremblay",CR
Québec,G1Y 1Z9,0,60,QC,CENTRE DE LA PETITE ENFANCE DU VILLAGE INC.,CPE,Capitale Nationale,"985, rue de la Rivière",CR
Québec,G1L 5A6,10,62,QC,CENTRE DE LA PETITE ENFANCE FANFOU,CPE,Capitale Nationale,"1690, avenue d'Assise",CR
Québec,G2L 2C3,10,52,QC,CENTRE DE LA PETITE ENFANCE GARD'AMIS,CPE,Capitale Nationale,"1645, rue de la Seigneurie",CR
Québec,G1C 7N1,10,50,QC,CENTRE DE LA PETITE ENFANCE HIPPO PLUS,CPE,Capitale Nationale,"799, rue Ardouin",CR
Québec,G1C 7N1,0,58,QC,CENTRE DE LA PETITE ENFANCE HIPPO PLUS,CPE,Capitale Nationale,"797, rue Ardouin",CR
Québec,G1L 4M1,0,25,QC,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, LOUIS JOLLIET",CPE,Capitale Nationale,"1201, rue de la Pointe Aux Lièvres",CR
Québec,G1L 2W9,15,31,QC,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, MAISON DES ENFANTS",CPE,Capitale Nationale,"896, 3e Avenue",CR
Québec,G1J 5E7,10,54,QC,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, MAIZERETS",CPE,Capitale Nationale,"2200, boulevard Montmorency",CR
Québec,G1L 2Z6,0,80,QC,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, QUÉBEC",CPE,Capitale Nationale,"1750, boulevard Benoît XV",CR
Québec,G1C 3L6,10,70,QC,CENTRE DE LA PETITE ENFANCE L'ÉCHO MAGIQUE,CPE,Capitale Nationale,"860, boulevard Raymond",CR
Québec,G1C 3L6,0,44,QC,CENTRE DE LA PETITE ENFANCE L'ÉCHO MAGIQUE,CPE,Capitale Nationale,"860, boulevard Raymond",CR
Québec,G1S 3G3,15,91,QC,CENTRE DE LA PETITE ENFANCE LA BOUGEOTTE,CPE,Capitale Nationale,"1040, avenue Belvédère, porte 105",CR
Québec,G1N 2X4,0,76,QC,CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX,CPE,Capitale Nationale,"324, rue Saint Sauveur",CR
Québec,G1K 9M4,10,10,QC,"CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX, INSTALLATION 2",CPE,Capitale Nationale,"575, rue Sainte Hélène",CR
Québec,G1N 2E5,10,84,QC,"CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX, INSTALLATION 3",CPE,Capitale Nationale,"1350, rue Cyrille Duquet",CR
Québec,G1J 0B9,15,79,QC,CENTRE DE LA PETITE ENFANCE LA COQUINERIE,CPE,Capitale Nationale,"1600, avenue d'Estimauville",CR
Québec,G2C 1P6,0,80,QC,CENTRE DE LA PETITE ENFANCE LA DÉCOUVERTE,CPE,Capitale Nationale,"6850, rue des Brumes",CR
Québec,G1S 4S7,10,70,QC,CENTRE DE LA PETITE ENFANCE LA FRIMOUSSE,CPE,Capitale Nationale,"1600, boulevard de l'Entente",CR
Québec,G1V 4H9,10,61,QC,CENTRE DE LA PETITE ENFANCE LA GROSSE TORTUE,CPE,Capitale Nationale,"2391, rue Nicolas Pinel",CR
Québec,G1V 4G5,10,68,QC,CENTRE DE LA PETITE ENFANCE LA NICHÉE,CPE,Capitale Nationale,"2725, chemin Sainte Foy",CR
Québec,G1C 1W5,10,70,QC,CENTRE DE LA PETITE ENFANCE LA P'TITE CHUTE (INSTALLATION 3),CPE,Capitale Nationale,"2120, boul. des Chutes",CR
Québec,G1C 1N2,0,69,QC,CENTRE DE LA PETITE ENFANCE LA PETITE ÉCOLE DE BEAUPORT,CPE,Capitale Nationale,"450, avenue Joseph Giffard",CR
Québec,G2A 2N5,10,96,QC,CENTRE DE LA PETITE ENFANCE LA RIBAMBELLE,CPE,Capitale Nationale,"13245, boulevard Valcartier",CR
Québec,G1M 2S8,10,50,QC,CENTRE DE LA PETITE ENFANCE LA RIBOULDINGUE,CPE,Capitale Nationale,"525, boulevard Wilfrid Hamel, local E 107",CR
Québec,G1E 1X1,0,44,QC,CENTRE DE LA PETITE ENFANCE LA RITOURNELLE,CPE,Capitale Nationale,"3545, chemin Royal",CR
Québec,G2C 1C3,0,80,QC,CENTRE DE LA PETITE ENFANCE LA TURLUTE,CPE,Capitale Nationale,"8380, boulevard de l'Ormière",CR
Québec,G1K 8K6,5,39,QC,CENTRE DE LA PETITE ENFANCE LE PALAIS DES BOUTS DE CHOUX INC.,CPE,Capitale Nationale,"300, boulevard Jean Lesage, bureau RC.06",CR
Québec,G1V 1S3,0,60,QC,CENTRE DE LA PETITE ENFANCE LES FOURMIS ENSABLÉES,CPE,Capitale Nationale,"2167, chemin Sainte Foy",CR
Québec,G1R 2V7,0,59,QC,CENTRE DE LA PETITE ENFANCE LES LOUPIOTS INC.,CPE,Capitale Nationale,"1089, avenue de Salaberry",CR
Québec,G1J 5L5,0,66,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS LOUPS (LIMOILOU),CPE,Capitale Nationale,"1300, 8e Avenue",CR
Québec,G1P 4S6,10,82,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS PAPILLONS,CPE,Capitale Nationale,"2570, boulevard du Parc Technologique",CR
Québec,G1P 4S6,10,82,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS PAPILLONS,CPE,Capitale Nationale,"2570, boulevard du Parc Technologique, bureau 100",CR
Québec,G3K 1A3,10,60,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS TRÉSORS DE VAL BÉLAIR,CPE,Capitale Nationale,"5270, route Sainte Geneviève",CR
Québec,G1K 8J6,10,52,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CHEMINOTS,CPE,Capitale Nationale,"333, boulevard Jean Lesage, ORC 5",CR
Québec,G1J 4X9,10,60,QC,CENTRE DE LA PETITE ENFANCE LES ÉCLATS DE RIRE,CPE,Capitale Nationale,"2210, rue Desroches",CR
Québec,G3E 2C8,10,60,QC,CENTRE DE LA PETITE ENFANCE MA BELLE GRENOUILLE,CPE,Capitale Nationale,"6609, rue du Soleil Levant",CR
Québec,G1X 4A5,10,61,QC,CENTRE DE LA PETITE ENFANCE MARIE GODARD,CPE,Capitale Nationale,"3800, rue de Marly, bureau 131",CR
Québec,G1Y 2W2,0,80,QC,CENTRE DE LA PETITE ENFANCE MILLE FLEURS INC.,CPE,Capitale Nationale,"4895, rue de la Promenade des Soeurs",CR
Québec,G1C 4T8,10,70,QC,CENTRE DE LA PETITE ENFANCE MONSIEUR GROSSE BEDAINE,CPE,Capitale Nationale,"3196, rue Rhéaume",CR
Québec,G1T 1V4,5,57,QC,CENTRE DE LA PETITE ENFANCE PAMPLEMOUSSE,CPE,Capitale Nationale,"2040, rue du Cardinal Persico",CR
Québec,G1H 6X2,0,62,QC,CENTRE DE LA PETITE ENFANCE PASSE PARTOUT INC.,CPE,Capitale Nationale,"5080, 4e Avenue Ouest",CR
Québec,G1H 7J2,20,80,QC,CENTRE DE LA PETITE ENFANCE PATRO BOUTS D'CHOUX,CPE,Capitale Nationale,"7700, 3e Avenue Est",CR
Québec,G1C 1E7,0,80,QC,CENTRE DE LA PETITE ENFANCE PERCÉE DE SOLEIL INC.,CPE,Capitale Nationale,"80, avenue Saint Michel",CR
Québec,G1W 5A5,10,55,QC,CENTRE DE LA PETITE ENFANCE POIDS PLUME INC.,CPE,Capitale Nationale,"2987, chemin Saint Louis",CR
Québec,G1Y 1R9,10,52,QC,CENTRE DE LA PETITE ENFANCE POLICHINELLE INC.,CPE,Capitale Nationale,"1411, rue Provancher",CR
Québec,G1K 1J2,10,42,QC,CENTRE DE LA PETITE ENFANCE POMME D'API INC.,CPE,Capitale Nationale,"148, rue Saint François Ouest",CR
Québec,G1L 3M9,10,78,QC,CENTRE DE LA PETITE ENFANCE ROC AMADOUR,CPE,Capitale Nationale,"2301, 1re Avenue",CR
Québec,G1R 1Z7,0,44,QC,"CENTRE DE LA PETITE ENFANCE, COOPÉRATIVE ST JEAN BAPTISTE",CPE,Capitale Nationale,"450, rue Burton",CR
Québec,G1V 0A9,0,84,QC,CENTRE JOUR INC.,CPE,Capitale Nationale,"1100, avenue de la Médecine, bureau 1106",CR
Québec,G1P 3B9,15,80,QC,CENTRE L'UNIVERS DES AMIS DES SAULES,CPE,Capitale Nationale,"3300, rue Antonin Marquis",CR
Québec,G2J 1N6,15,80,QC,CENTRE LE PETIT BOURG,CPE,Capitale Nationale,"850, rue des Groseilles",CR
Québec,G1M 3Z3,15,80,QC,CENTRE LE PETIT DOMAINE,CPE,Capitale Nationale,"2850, avenue Raymond Blouin",CR
Québec,G1J 2C3,0,55,QC,"CENTRE À LA PETITE ENFANCE ""LA BECQUÉE""",CPE,Capitale Nationale,"1127, chemin de la Canardière C.P. 13",CR
Québec,G1J 3S3,0,60,QC,"CENTRE À LA PETITE ENFANCE ""LA BECQUÉE""",CPE,Capitale Nationale,"1601, avenue Conway",CR
Québec,G2M 1K3,20,80,QC,CENTRE ÉDUCATIF LES ARBRISSEAUX,GARD,Capitale Nationale,"849, côte Bédard",CR
Québec,G1V 1N6,0,61,QC,CENTRE ÉDUCATIF MADEMOISELLE SOURIRE,GARD,Capitale Nationale,"2115, rue Boivin",CR
Québec,G1V 1N6,0,44,QC,CENTRE ÉDUCATIF MADEMOISELLE SOURIRE 2,GARD,Capitale Nationale,"2115, rue Boivin",
Québec,G2B 4E9,10,80,QC,CHUT! ON JOUE,GARD,Capitale Nationale,"9441, rue Saint Maurice",CR
Québec,G1E 3J3,15,80,QC,COINS CRÉATIFS,GARD,Capitale Nationale,"2968, boulevard Sainte Anne",
Québec,G3E 1N5,15,80,QC,CPE L'ÉTOILE POLAIRE,CPE,Capitale Nationale,"1720, ave Lapierre",CR
Québec,G3G 2S3,15,75,QC,CPE LA RIGOLADE,CPE,Capitale Nationale,"1142, avenue du Lac Saint Charles",CR
Québec,G1R 5J8,10,64,QC,CPE LES PETITS MURMURES  INSTALLATION DE LA COLLINE,CPE,Capitale Nationale,"8, rue Cook",CR
Québec,G1R 3S8,10,70,QC,CPE LES PETITS MURMURES  INSTALLATION DES REMPARTS,CPE,Capitale Nationale,"13, rue Couillard",CR
Québec,G1R 4M5,10,80,QC,CPE LES PETITS MURMURES  INSTALLATION DES URSULINES,CPE,Capitale Nationale,"2, rue du Parloir",CR
Québec,G1N 1V7,10,73,QC,CPE POMME D'API INC.,CPE,Capitale Nationale,"578, avenue des Oblats",CR
Québec,G1X 1L7,10,62,QC,DES AMOURS DE BOUT'CHOU INC.,GARD,Capitale Nationale,"3133, avenue D'Amours",CR
Québec,G1X 3A8,10,53,QC,DOU DOU PLUME INC.,GARD,Capitale Nationale,"691, rue de Strasbourg",CR
Québec,G2B 3L4,5,47,QC,ESPACE IMAGIMONDE INC.,GARD,Capitale Nationale,"10590, boulevard de l'Ormière",CR
Québec,G2J 0B9,10,78,QC,ESPRIT DE FAMILLE LA GRIOTTE INC.,GARD,Capitale Nationale,"825, boulevard Lebourgneuf, porte 409",
Québec,G2K 0J2,14,95,QC,ESPRIT DE FAMILLE S. A.,GARD,Capitale Nationale,"1125, boulevard Lebourgneuf, suite 110",
Québec,G1M 3W4,0,52,QC,FANFOLIE,CPE,Capitale Nationale,"161, avenue Champagnat, bureau 300",CR
Québec,G1M 3W4,10,58,QC,FANFOUILLE,CPE,Capitale Nationale,"161, avenue Champagnat, bureau 200",CR
Québec,G1M 0B4,15,67,QC,FANFOURIRE,CPE,Capitale Nationale,"166, avenue Bernatchez",CR
Québec,G2B 1L4,5,30,QC,"GARDERIE ""AUASSISS   PETIT ENFANT""",GARD,Capitale Nationale,"234, rue Louis IX",CR
Québec,G2B 1E5,15,80,QC,GARDERIE AU BONHEUR D'ÊTRE ENFANT INC.,GARD,Capitale Nationale,"183, rue Racine",
Québec,G2A 1V9,5,49,QC,GARDERIE AUX MILLE FEUILLES,GARD,Capitale Nationale,"1958 1960, rue Auguste Renoir",
Québec,G3E 1K7,5,24,QC,GARDERIE AUX PETITES BRINDILLES,GARD,Capitale Nationale,"2144, rue de la Faune",CR
Québec,G1B 2T2,15,61,QC,GARDERIE AUX SECRETS DE LA NATURE,GARD,Capitale Nationale,"787, rue Seigneuriale",CR
Québec,G1C 0M5,20,80,QC,GARDERIE C'EST LA VIE!,GARD,Capitale Nationale,"1348, boulevard des Chutes, local 101",
Québec,G2L 1M2,0,60,QC,GARDERIE CALINOSAURE INC.,GARD,Capitale Nationale,"1270, boulevard Louis XIV",CR
Québec,G2N 1N9,5,38,QC,GARDERIE COEUR DE POMME INC.,GARD,Capitale Nationale,"20385, boulevard Henri Bourassa",
Québec,G1M 1N9,15,75,QC,GARDERIE CROQUE MUSIQUE INC.,GARD,Capitale Nationale,"1450, boulevard Père Lelièvre, porte G",CR
Québec,G2L 2Y6,0,80,QC,GARDERIE DE CHARLESBOURG 2,GARD,Capitale Nationale,"750, avenue des Grenats, suite 2",CR
Québec,G2L 2Y6,30,80,QC,GARDERIE DE CHARLESBOURG INC.,GARD,Capitale Nationale,"750, avenue des Grenats, suite 1",CR
Québec,G1S 4Z3,0,30,QC,GARDERIE DE L'INSTITUT,GARD,Capitale Nationale,"900, avenue Joffre",
Québec,G1E 1Y1,18,91,QC,GARDERIE DEMI LUNE,GARD,Capitale Nationale,"520, avenue Royale",CR
Québec,G2A 1Y3,15,80,QC,GARDERIE DES EXPLORATEURS INC.,GARD,Capitale Nationale,"10880, rue Élisabeth II",
Québec,G1S 1K3,0,36,QC,GARDERIE DES PETITS GOUVERNEURS INC.,GARD,Capitale Nationale,"1620, rue Sheppard",CR
Québec,G1L 1E2,0,34,QC,GARDERIE DES SAULES INC.,GARD,Capitale Nationale,"98, rue des Saules Ouest",CR
Québec,G1W 4S6,15,96,QC,GARDERIE ESPRIT DE FAMILLE   SAINTE FOY,GARD,Capitale Nationale,"990, av. de Bourgogne, local 150",CR
Québec,G1V 0E5,10,79,QC,GARDERIE ET ACADÉMIE LES PETITS CHAMPIONS INC.,GARD,Capitale Nationale,"2880, Chemin Ste Foy, local 100",
Québec,G2B 3L5,0,60,QC,GARDERIE FLEURS DES CHAMPS INC.,GARD,Capitale Nationale,"10685, boulevard de l'Ormière",CR
Québec,G2B 3Z2,0,42,QC,GARDERIE GAVROCHE INC.,GARD,Capitale Nationale,"9590, rue Saint Maurice",CR
Québec,G2L 1X2,5,54,QC,GARDERIE GRONIGO INC.,GARD,Capitale Nationale,"975, avenue du Bourg Royal",CR
Québec,G1V 3V9,9,40,QC,GARDERIE L'ARCHE DE NOÉ,GARD,Capitale Nationale,"1094, route de l'Église",CR
Québec,G1P 1K1,0,70,QC,GARDERIE L'OASIS ENFANTIN INC.,GARD,Capitale Nationale,"3610, boulevard Masson",CR
Québec,G1G 6K3,20,80,QC,GARDERIE L'ODYSSÉE DU PAPILLON INC.,GARD,Capitale Nationale,"20105, boulevard Henri Bourassa",CR
Québec,G1P 1H6,6,58,QC,GARDERIE L'ÉLÉPHANT ROSE ENR.,GARD,Capitale Nationale,"5718, avenue Banville, bureau 2",CR
Québec,G2A 1V9,0,80,QC,GARDERIE L'ÉVEIL DES ARTS INC.,GARD,Capitale Nationale,"1970, rue Auguste Renoir",CR
Québec,G1C 4B5,5,49,QC,GARDERIE LA BOÎTE AUX COULEURS INC.,GARD,Capitale Nationale,"520B, avenue Nordique",CR
Québec,G1L 4A5,0,28,QC,GARDERIE LA BOÎTE À MALICES,GARD,Capitale Nationale,"2980, avenue du Colisée",CR
Québec,G1J 1X6,10,48,QC,GARDERIE LA FLEUR DE LUNE,GARD,Capitale Nationale,"2064, rue de Fondville",CR
Québec,G2N 1L3,10,72,QC,GARDERIE LA MAISON BOÎTE À SURPRISES INC.,GARD,Capitale Nationale,"265, rue George Muir",CR
Québec,G1C 1C4,20,100,QC,GARDERIE LA MAISON DES ENFANTS INC.,GARD,Capitale Nationale,"2642, boulevard Louis XIV",
Québec,G1C 1C4,20,100,QC,GARDERIE LA MAISON DES ENFANTS  PHASE 2 INC.,GARD,Capitale Nationale,"2634, boulevard Louis XIV",
Québec,G2B 1B8,15,79,QC,GARDERIE LA PETITE ESCALE INC.,GARD,Capitale Nationale,"2065, boulevard Bastien",
Québec,G2N 2K8,5,39,QC,GARDERIE LA PETITE OURSE,GARD,Capitale Nationale,"16375, chemin de la Grande Ligne",
Québec,G1W 0C4,15,80,QC,GARDERIE LA PLUME D'OR,GARD,Capitale Nationale,"1015, avenue Wilfrid Pelletier, porte 110",
Québec,G1V 0C1,15,80,QC,GARDERIE LA REINE DES GLACES 4 INC.,GARD,Capitale Nationale,"2820, boulevard Laurier, tour 3, bureau 470",
Québec,G1W 2K7,20,80,QC,GARDERIE LA REINE DES GLACES 5 INC.,GARD,Capitale Nationale,"3175, chemin des Quatre Bourgeois, local 15",
Québec,G2J 0C1,10,80,QC,GARDERIE LA REINE DES GLACES 6.1,GARD,Capitale Nationale,"815, boulevard Lebourgneuf, local 104",
Québec,G2J 0C1,10,80,QC,GARDERIE LA REINE DES GLACES 6.2,GARD,Capitale Nationale,"815, boulevard Lebourgneuf, local 103",
Québec,G1M 3M2,15,80,QC,GARDERIE LA REINE DES GLACES INC.,GARD,Capitale Nationale,"155, rue Fortin, porte 190",
Québec,G1H 5J5,0,36,QC,GARDERIE LE JARDIN MAGIQUE,GARD,Capitale Nationale,"448, 46e Rue Ouest",CR
Québec,G1G 4Z4,10,54,QC,GARDERIE LE MONDE DES PETITS PIEDS INC.,GARD,Capitale Nationale,"8580, boulevard Cloutier",
Québec,G2C 0C8,15,67,QC,GARDERIE LE MONDE ENCHANTÉ INC.,GARD,Capitale Nationale,"2700, avenue Chauveau",
Québec,G1N 3W2,0,48,QC,GARDERIE LE PETIT MENUET INC.,GARD,Capitale Nationale,"149, rue Gamelin",CR
Québec,G1V 1R5,10,78,QC,GARDERIE LE RANCH DES AMIS INC.,GARD,Capitale Nationale,"2071, chemin Ste Foy",
Québec,G1E 2B9,10,77,QC,GARDERIE LE SOLEIL,GARD,Capitale Nationale,"740, boulevard des Chutes",CR
