Ville,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV
Brossard,J4Y 2Z2,29,75,QC,GARDERIE LES PETITS OURSONS,GARD,Montérégie,"3700, boulevard Matte, bureau 3730",
Brossard,J4W 1Z3,10,71,QC,GARDERIE LES PETITS TRÉSORS,GARD,Montérégie,"1555, boul. Provencher, porte 203",
Brossard,J4W 3B1,10,64,QC,GARDERIE MONTESSORI BROSSARD INC.,GARD,Montérégie,"1635, boulevard Rome",
Brossard,J4Z 3H8,10,80,QC,GARDERIE PETITS ANGES DE BROSSARD,GARD,Montérégie,"4095, chemin des Prairies, locaux A B C",
Brossard,J4Z 3H8,0,32,QC,GARDERIE PETITS ANGES DE BROSSARD 2,GARD,Montérégie,"4095, chemin des Prairies, porte D",
Brossard,J4Z 2L8,10,48,QC,GARDERIE PIERRE LAPIN,GARD,Montérégie,"2460, boulevard Lapinière",
Brossard,J4Z 3K1,0,80,QC,GARDERIE ROYA 1 INC.,GARD,Montérégie,"6205, boulevard Grande Allée",CR
Brossard,J4Z 3K1,10,80,QC,GARDERIE ROYA 2 INC.,GARD,Montérégie,"6205 A, boulevard Grande Allée",
Brossard,J4Y 1V9,10,76,QC,GARDERIE ÉDUCATIVE L'îLE DES PINGOUINS INC.,GARD,Montérégie,"3200, boulevard de Rome, bureaux 1, 2 et 3",
Brossard,J4W 2E4,0,80,QC,GARDERIE ÉDUCATIVE LE TOURNESOL DE BROSSARD INC.,GARD,Montérégie,"415, avenue Van Dyck",CR
Brossard,J4Z 3G3,10,42,QC,GARDERIE ÉDUCATIVE LES BELLES FRIMOUSSES,GARD,Montérégie,"5665, Grande Allée",
Brossard,J4Y 3B8,20,80,QC,GARDERIE ÉDUCATIVE MINI PEGASE INC.,GARD,Montérégie,"9105, boulevard Tashereau, bureau A",
Brossard,J4X 1Y7,9,33,QC,GROS CALIN NURSERY,GARD,Montérégie,"621, avenue Stravinski, bureau 400",
Brossard,J4Y 1E6,0,30,QC,JARDIN DES PETITS AMIS,GARD,Montérégie,"7595, rue Malherbe",CR
Brossard,J4Z 1T6,10,44,QC,LA BERGERIE CENTRE DE LA PETITE ENFANCE,CPE,Montérégie,"2760, avenue Barry",CR
Brossard,J4X 2H5,0,75,QC,LA PETITE ACADÉMIE MARIE LAURIER (CAMPUS BROSSARD) INC.,GARD,Montérégie,"1555, rue Stravinski, bureau 3B",
Brossard,J4W 1A6,10,60,QC,LA PETITE ACADÉMIE MARIE LAURIER (PLACE EUREKA) INC.,GARD,Montérégie,"7305, boulevard Marie Victorin, bureau 100",CR
Brossard,J4X 2H5,10,80,QC,LA PETITE ACADÉMIE MARIE LAURIER INC.,GARD,Montérégie,"1555, rue Stravinski, bureau 2B",CR
Brossard,J4X 1Y7,15,80,QC,LA PETITE ÉCOLE DE BROSSARD,GARD,Montérégie,"601, avenue Stravinski",CR
Brossard,J4Z 2B5,10,80,QC,LES HEUREUX PETITS DAUPHINS BROSSARD,GARD,Montérégie,"6825, boulevard Milan",
Brossard,J4X 1C2,18,78,QC,LES TRÉSORS DE BIA MEL INC.,GARD,Montérégie,"7900, boulevard Taschereau, porte D 105",
Brossard,J4W 1Y6,20,80,QC,LES TRÉSORS DE LA MÈRE M.E.C. INC.,GARD,Montérégie,"830, boulevard Provencher",
Candiac,J5R 1A2,5,65,QC,CENTRE DE LA PETITE ENFANCE KATERI INC.,CPE,Montérégie,"6, chemin Saint François Xavier",CR
Candiac,J5R 1A1,10,62,QC,CENTRE DE LA PETITE ENFANCE KATERI INC.,CPE,Montérégie,"9, chemin Saint François Xavier",CR
Candiac,J5R 0V4,20,80,QC,CPE EN INSTALLATION AU PETIT PIED BLEU,CPE,Montérégie,"100, rue de la Sarcelle",CR
Candiac,J5R 4V5,0,73,QC,GARDERIE KINDERVILLE TM DE CANDIAC III,GARD,Montérégie,"151B, boulevard Jean Leman",
Candiac,J5R 6P7,0,80,QC,GARDERIE LA JOYEUSE MARMAILLE,GARD,Montérégie,"20, rue Charlemagne",CR
Candiac,J5R 0G1,0,72,QC,GARDERIE LES MINIS TOUCHE À TOUT DE CANDIAC,GARD,Montérégie,"31, rue Radisson",
Candiac,J5R 0G1,15,64,QC,GARDERIE LES PETITS TOUCHE À TOUT DE CANDIAC,GARD,Montérégie,"41, rue Radisson",CR
Candiac,J5R 6P7,15,80,QC,GARDERIE STAR CANDIAC,GARD,Montérégie,"30, avenue Charlemagne",CR
Candiac,J5R 1R7,15,80,QC,INSTALLATION LA PETITE SOURIS VERTE,CPE,Montérégie,"25, chemin Haendel",CR
Candiac,J5R 5E1,14,80,QC,LES PETITS SOLEILS D'ISABELLE,GARD,Montérégie,"150, boulevard Jean Leman, bureau 600",
Candiac,J5R 5E1,0,13,QC,LES PETITS SOLEILS D'ISABELLE II,GARD,Montérégie,"150, boulevard Jean Leman, bureau 400",
Carignan,J3L 0K5,10,62,QC,"CENTRE DE LA PETITE ENFANCE ""PLAISIR D'ENFANT""",CPE,Montérégie,"2872, rue Lareau",CR
Carignan,J3L 6V5,20,78,QC,"CENTRE DE LA PETITE ENFANCE ""PLAISIR D'ENFANT""",CPE,Montérégie,"1860, rue Henriette",CR
Carignan,J3L 4N4,20,80,QC,GARDERIE COUCOU CARIBOU INC.,GARD,Montérégie,"2379, chemin de Chambly",CR
Carignan,J3L 4G6,15,80,QC,GARDERIE LES PETITES ÉTOILES,GARD,Montérégie,"2380,   Marie Anne Est",CR
Chambly,J3L 0H9,15,80,QC,ACADÉMIE PRÉSCOLAIRE ARTISTIQUE ILDIKO,GARD,Montérégie,"1890, boulevard Anne Le Seigneur",
Chambly,J3L 5W3,10,60,QC,C.P.E. LES FRIMOUSSES DU FORT,CPE,Montérégie,"1484, boulevard Brassard",CR
Chambly,J3L 5W3,0,60,QC,C.P.E. LES FRIMOUSSES DU FORT,CPE,Montérégie,"1484, boulevard Brassard",CR
Chambly,J3L 2T9,5,74,QC,CENTRE DE LA PETITE ENFANCE LA BOÎTE À SOLEIL,CPE,Montérégie,"1160, rue Denault",CR
Chambly,J3L 1L3,20,80,QC,CHEZ PIERROT ET PIERRETTE,GARD,Montérégie,"666, rue Larivière",CR
Chambly,J3L 6K8,10,80,QC,FRANQUETTE LA GRENOUILLE,CPE,Montérégie,"1476, boulevard Franquet",CR
Chambly,J3L 1G7,0,6,QC,GARDERIE AUX P'TITS RAYONS,GARD,Montérégie,"125, rue Daigneault",
Chambly,J3L 1Z7,0,42,QC,GARDERIE ÉDUCATIVE LE VIREVENT INC.,GARD,Montérégie,"2120, avenue Bourgogne",
Chambly,J3L 2A2,15,80,QC,GARDERIE ÉDUCATIVE LES MEILLEURS AMIS INC.,GARD,Montérégie,"2274, avenue Bourgogne",
Chambly,J3L 1X4,5,31,QC,GARDERIE ÉDUCATIVE LES MEILLEURS AMIS INSTALLATION 2 INC.,GARD,Montérégie,"1226, avenue Bourgogne",
Chambly,J3L 6H6,10,70,QC,L'ENFANT ZOO,CPE,Montérégie,"3000, rue Anne Le Seigneur",CR
Chambly,J3L 4C3,10,80,QC,À CHACUN SON HISTOIRE   CHAMBLY,GARD,Montérégie,"1811, boulevard de Perigny",
Châteauguay,J6K 5G7,10,80,QC,CENTRE DE LA PETITE ENFANCE CACHALOT INC.,CPE,Montérégie,"202, boulevard Brisebois",CR
Châteauguay,J6K 5G7,0,8,QC,CENTRE DE LA PETITE ENFANCE CACHALOT INC.,CPE,Montérégie,"202, boulevard Brisebois",CR
Châteauguay,J6K 1Y9,5,68,QC,"CENTRE DE LA PETITE ENFANCE LES LUTINS, COOP DE CHÂTEAUGUAY",CPE,Montérégie,"105, rue Saint Eugène",CR
Châteauguay,J6K 4S5,15,80,QC,CENTRE DE LA PETITE ENFANCE MAMIE SOLEIL,CPE,Montérégie,"325, boulevard Kennedy",CR
Châteauguay,J6K 4S5,10,60,QC,CENTRE DE LA PETITE ENFANCE MAMIE SOLEIL,CPE,Montérégie,"323, boulevard Kennedy",CR
Châteauguay,J6K 3T6,20,80,QC,CENTRE DE LA PETITE ENFANCE TAM TAM,CPE,Montérégie,"130, boulevard Primeau",CR
Châteauguay,J6K 1G3,10,80,QC,CENTRE DE LA PETITE ENFANCE TAM TAM,CPE,Montérégie,"245, rue Principale",CR
Châteauguay,J6K 3B9,10,80,QC,GARDERIE DIANA INC.,GARD,Montérégie,"221, boulevard Saint Jean Baptiste",CR
Châteauguay,J6J 3H2,0,80,QC,GARDERIE LE NID D'OISEAU,GARD,Montérégie,"192, rue Principale",CR
Châteauguay,J6J 1Z6,10,61,QC,GARDERIE NOTRE FUTUR,GARD,Montérégie,"435, boulevard Saint Francis",
Châteauguay,J6K 5E4,10,62,QC,GARDERIKIRI,GARD,Montérégie,"100, rue Kepler, bureaux 5 6",
Châteauguay,J6K 0A2,15,62,QC,LA FORÊT ENCHANTÉE,CPE,Montérégie,"262, boulevard Albert Einstein",CR
Châteauguay,J6J 5J4,5,80,QC,LE CHÂTEAU DES ADORABLES,CPE,Montérégie,"241, boulevard Maple",CR
Châteauguay,J6K 0A2,5,41,QC,LE JARDIN DES TRÉSORS,CPE,Montérégie,"262A, boulevard Albert Einstein",CR
Châteauguay,J6K 3B8,20,80,QC,LES PETITS LAPINS 1,GARD,Montérégie,"218, boulevard Saint Jean Baptiste, bureau 101",
Châteauguay,J6K 3B8,10,80,QC,LES PETITS LAPINS 2,GARD,Montérégie,"218, boulevard Saint Jean Baptiste, bureau 201",
Châteauguay,J6J 2P7,15,75,QC,ZOOKAKOU INC.,GARD,Montérégie,"35D, boulevard d'Anjou",
Contrecoeur,J0L 1C0,5,57,QC,C.P.E. PETIT À PETIT,CPE,Montérégie,"4570, rue L'Heureux",CR
Contrecoeur,J0L 1C0,10,62,QC,C.P.E. PETIT À PETIT,CPE,Montérégie,"1550, rue des Saules",CR
Contrecoeur,J0L 1C0,10,80,QC,GARDERIE LE PETIT MONDE DE CONTRECOEUR,GARD,Montérégie,"4840, rue des Ormes",CR
Coteau du Lac,J0P 1B0,15,100,QC,"COIN DES LUTINS, COTEAU DU LAC INC.",GARD,Montérégie,"335, chemin du Fleuve",CR
Coteau du Lac,J0P 1B0,25,100,QC,"COIN DES LUTINS, COTEAU DU LAC II INC.",GARD,Montérégie,"170, rue de Beaujeu",CR
Coteau du Lac,J0P 1B0,10,51,QC,GARDERIE ÉDUCATIVE LE CERF VOLANT INC.,GARD,Montérégie,"107, rue Théophile Brassard",CR
Delson,J5B 1L1,10,80,QC,"CENTRE DE LA PETITE ENFANCE LES CHÉRUBINS, INC.",CPE,Montérégie,"1, montée des Bouleaux",CR
Delson,J5B 0A1,10,70,QC,GARDERIE DES MOTS MAGIQUES INC.,GARD,Montérégie,"66, route 132, porte 240",CR
Delson,J5B 1L1,0,33,QC,LES DOUX CHATONS,GARD,Montérégie,"67C, boulevard Georges Gagné sud",
Delson,J5B 2E4,10,80,QC,À CHACUN SON HISTOIRE   DELSON INC.,GARD,Montérégie,"35, boulevard Georges Gagné S",
Franklin,J0S 1N0,10,62,QC,LES PETITES POMMES,CPE,Montérégie,"2650, rue du Parc",CR
Franklin,J0S 1N0,10,43,QC,SERVICE DE GARDE HAUT COMME TROIS POMMES (DIVISION LEAHY INC.),GARD,Montérégie,"2620, route 209",
Greenfield Park,J4V 2H1,5,54,QC,"CENTRE DE LA PETITE ENFANCE ""LA MAGIE ROSE"" INC.",CPE,Montérégie,"3144, boulevard Taschereau",CR
Greenfield Park,J4V 1S2,0,60,QC,CENTRE DE LA PETITE ENFANCE LA PETITE ÉCOLE,CPE,Montérégie,"324, rue Hubert",CR
Greenfield Park,J4V 2A6,15,55,QC,GARDERIE CHEZ ROLANDE INC.,GARD,Montérégie,"644, rue Laurie",CR
Greenfield Park,J4V 2M8,10,88,QC,GARDERIE EDUCATIVE LA MAISON DES ENFANTS,GARD,Montérégie,"301 277, boulevard Churchill",
Greenfield Park,J4V 1Y8,0,51,QC,GARDERIE ET JARDIN D'ENFANTS MONTESSORI INC.,GARD,Montérégie,"793, rue Campbell",CR
Greenfield Park,J4V 1M6,0,60,QC,GARDERIE LE MONDE DES ENFANTS MONTESSORI INC.,GARD,Montérégie,"1984, avenue Victoria",
Greenfield Park,J4V 2L8,0,47,QC,GARDERIE LES ZAMIDOUX INC.,GARD,Montérégie,"41, boulevard Churchill",
Greenfield Park,J4V 0A1,0,80,QC,GARDERIE P'TITS RUBIS INC.,GARD,Montérégie,"508, rue Bellevue",CR
Greenfield Park,J4V 1M3,15,63,QC,LA BOURGEONNIÈRE CENTRE DE LA PETITE ENFANCE,CPE,Montérégie,"1670 1672, rue Victoria",CR
Greenfield Park,J4V 1E3,9,35,QC,LA POUSSINIÈRE CENTRE DE LA PETITE ENFANCE,CPE,Montérégie,"611, rue Massena",CR
Hemmingford,J0L 1H0,5,47,QC,BLÉ D'ENFANTS,CPE,Montérégie,"542, avenue Goyette",CR
Henryville,J0J 1E0,5,31,QC,CENTRE DE LA PETITE ENFANCE LA P'TITE CABOCHE,CPE,Montérégie,"206, rue Champagnat",CR
Hinchinbrooke,J0S 1H0,10,78,QC,CENTRE DE LA PETITE ENFANCE KALÉIDOSCOPE CHILD CARE CENTER,CPE,Montérégie,"1725, chemin Fairview",CR
Hudson,J0P 1H0,5,68,QC,CENTRE DE LA PETITE ENFANCE MAISON DANS L'ARBRE,CPE,Montérégie,"416, rue Main",CR
Hudson,J0P 1H0,15,74,QC,GARDERIE ENTRE DEUX MONTAGNES,GARD,Montérégie,"33, rue Wharf",CR
Huntingdon,J0S 1H0,20,80,QC,GARDERIE PRÉSCOLAIRE DES PETITS PIEDS IV,GARD,Montérégie,"62, rue F. Cleyn",CR
Kahnawake,J0L 1B0,0,80,QC,CENTRE ENFANCE ET FAMILLE DE STEP BY STEP / STEP BY STEP CHILD AND FAMILY CENTER,CPE,Montérégie,",   C.P. 771",CR
Kahnawake,J0L 1B0,0,80,QC,CENTRE ENFANCE ET FAMILLE DE STEP BY STEP / STEP BY STEP CHILD AND FAMILY CENTER,CPE,Montérégie,",   C.P. 771",CR
Kahnawake,J0L 1B0,0,20,QC,CENTRE ENFANCE ET FAMILLE DE STEP BY STEP / STEP BY STEP CHILD AND FAMILY CENTER,CPE,Montérégie,",   C.P. 771",CR
L'Île Perrot,J7V 4W9,15,79,QC,GARDERIE DANDIE,GARD,Montérégie,"189, Grand Boulevard",
L'Île Perrot,J7V 4T4,20,80,QC,GARDERIE LE COIN DES MARMOTS INC.,GARD,Montérégie,"192, 7 ieme Avenue, porte 200",CR
L'Île Perrot,J7V 4W9,0,46,QC,GARDERIE LES ENFANTS DE L'ÎLE II INC.,GARD,Montérégie,"239, Grand Boulevard",CR
L'Île Perrot,J7V 4X4,15,75,QC,GARDERIE LES PETITES ABEILLES DE L'ÎLE,GARD,Montérégie,"46 475, Grand Boulevard",
L'Île Perrot,J7V 8V6,5,80,QC,GARDERIE TAMALEY ENR.,GARD,Montérégie,"40, rue Lucien Manning",CR
L'Île Perrot,J7V 3G3,15,80,QC,GARDERIE ÉDUCATERRE,GARD,Montérégie,"109, boulevard Perrot",
L'Île Perrot,J7V 3G3,20,90,QC,LES ENFANTS DE L'ILE,GARD,Montérégie,"131, boulevard Perrot",CR
La Prairie,J5R 0R3,10,80,QC,A CHACUN SON HISTOIRE   LA PRAIRIE INC.,GARD,Montérégie,"160 950, boulevard des Prés Verts",
La Prairie,J5R 2L6,15,80,QC,ACADÉMIE PRÉSCOLAIRE KRÉATIVE KIDZ,GARD,Montérégie,"1085, chemin Saint Jean",
La Prairie,J5R 2L6,10,52,QC,AU COIN DES PIERROTS,GARD,Montérégie,"1045, chemin de Saint Jean",
La Prairie,J5R 5W1,10,62,QC,CENTRE DE LA PETITE ENFANCE LA PRAIRIE,CPE,Montérégie,"1000, rue des Tulipes",CR
La Prairie,J5R 6B2,10,80,QC,CENTRE DE LA PETITE ENFANCE LA PRAIRIE,CPE,Montérégie,"725, boulevard de Palerme",CR
La Prairie,J5R 5W3,20,60,QC,CENTRE DE LA PETITE ENFANCE LA PRAIRIE,CPE,Montérégie,"225, rue des Mésanges",CR
La Prairie,J5R 0T2,10,80,QC,CENTRE DE LA PETITE ENFANCE MON MONDE À MOI,CPE,Montérégie,"210, rue du Vice Roi",CR
La Prairie,J5R 1T4,0,30,QC,GARDERIE ALADIN,GARD,Montérégie,"337, boulevard Taschereau",CR
La Prairie,J5R 2L1,20,80,QC,GARDERIE BRIN DE GÉNIE,GARD,Montérégie,"540 544, chemin Saint Jean",
La Prairie,J5R 1W6,20,80,QC,GARDERIE IMAGINACTION,GARD,Montérégie,"1000, boulevard Taschereau",
La Prairie,J5R 2L6,9,34,QC,GARDERIE JOUER C'EST MAGIQUE INC.,GARD,Montérégie,"995, chemin de Saint Jean",CR
La Prairie,J5R 5H7,0,36,QC,GARDERIE L'OCEAN BLEU 2,GARD,Montérégie,"30, boulevard Taschereau, bureau 211B",
La Prairie,J5R 5H7,20,78,QC,GARDERIE L'OCÉAN BLEU,GARD,Montérégie,"30, boul. Taschereau, bureau 211",
La Prairie,J5R 4S7,5,80,QC,GARDERIE LES MILLE ET UN PLAISIRS,GARD,Montérégie,"751, chemin de Saint Jean",CR
La Prairie,J5R 3E6,5,57,QC,INSTALLATION LA MAISON DES BAMBINS,CPE,Montérégie,"273, rue Charles Péguy Ouest",CR
La Prairie,J5R 5E6,15,43,QC,LA GARDERIE LA MAGIE DES CALINOURS INC.,GARD,Montérégie,"845, chemin de Saint Jean",
La Prairie,J5R 2M4,0,41,QC,LE SOLEIL EN SOI ENR.,GARD,Montérégie,"186, rue Saint Georges",CR
La Prairie,J5R 1H9,10,80,QC,LES HEUREUX PETITS DAUPHINS 2,GARD,Montérégie,"995, rue Cloutier",
La Prairie,J5R 6A9,20,80,QC,LES PETITS PINSONS,GARD,Montérégie,"1255, chemin Saint José",CR
La Présentation,J0H 1B0,10,60,QC,CENTRE DE LA PETITE ENFANCE PLUS GRAND QUE NATURE,CPE,Montérégie,"910, rue Principale",CR
Lacolle,J0J 1J0,10,60,QC,C.P.E. LE PETIT MONDE DE CALIMÉRO INC.,CPE,Montérégie,"8, rue Landry",CR
LeMoyne,J4P 2E4,5,38,QC,CENTRE DE LA PETITE ENFANCE DE BLOC EN BLOC,CPE,Montérégie,"1554, rue Saint Gérald",CR
LeMoyne,J4R 2J9,10,26,QC,CENTRE DE LA PETITE ENFANCEDE BLOC EN BLOC,CPE,Montérégie,"173, rue René Philippe",CR
LeMoyne,J4R 2L3,10,78,QC,GARDERIE EDUCATIVE CERCLE DE JOIE,GARD,Montérégie,"27, rue Saint Louis",
LeMoyne,J4A 2L6,14,56,QC,GARDERIE FOOT PRINTS RKSG INC.,GARD,Montérégie,"216, rue Saint Louis",
LeMoyne,J4P 2C6,10,20,QC,"GARDERIE LES COUCOUS DE L'ENVOL, INC.",GARD,Montérégie,"1544, rue de l'Église",CR
LeMoyne,J4P 3N2,10,50,QC,LA MAISON DES ENFANTS MONTESSORI DE TASCHEREAU,GARD,Montérégie,"1908 1910, boulevard Taschereau",
Les Coteaux,J7X 1A2,20,80,QC,CENTRE DE LA PETITE ENFANCE SOULANGES,CPE,Montérégie,"180, route 338",CR
Les Coteaux,J7X 1A2,20,80,QC,CENTRE DE LA PETITE ENFANCE SOULANGES  INSTALLATION LES COTEAUX,CPE,Montérégie,"15, rue de la Gazonnière",CR
Les Coteaux,J7X 1A2,5,45,QC,CHÂTEAU DES PETITS PAS INC.,GARD,Montérégie,"42 46, route 338",
Les Coteaux,J7X 1E9,10,60,QC,GARDERIE NIDO INC.,GARD,Montérégie,"121, rue Principale",CR
Les Cèdres,J7T 1J3,10,80,QC,GARDERIE DES ENFANTS CHOUETTES,GARD,Montérégie,"202, chemin Saint Féréol",CR
Longueuil,J4K 2R2,0,78,QC,ACADÉMIE M. GIBEAU INC.,GARD,Montérégie,"1085, rue Champlain",CR
Longueuil,J4K 4V6,5,55,QC,"C.P.E. DU QUARTIER(INSTALLATION AUX QUATRE SOLEILS, JOLIETTE)",CPE,Montérégie,"838, rue Joliette",CR
Longueuil,J4J 1Y5,10,60,QC,"C.P.E. DU QUARTIER(INSTALLATION AUX QUATRE SOLEILS, STE FOY)",CPE,Montérégie,"485, chemin du Coteau Rouge",CR
Longueuil,J4L 4K3,10,79,QC,C.P.E. DU QUARTIER(INSTALLATION DARVEAU),CPE,Montérégie,"720, rue Darveau",CR
Longueuil,J4H 4A4,10,62,QC,CENTRE DE LA PETITE ENFANCE AUX MILLE JEUX,CPE,Montérégie,"300, rue de Gentilly Est",CR
Longueuil,J4M 2B4,0,47,QC,CENTRE DE LA PETITE ENFANCE DE LONGUEUIL EST,CPE,Montérégie,"1465, terrasse Des Ormeaux",CR
Longueuil,J4L 4X1,10,70,QC,CENTRE DE LA PETITE ENFANCE L'ATTRAIT MIGNON,CPE,Montérégie,"275, rue Toulouse",CR
Longueuil,J4L 4X1,20,80,QC,CENTRE DE LA PETITE ENFANCE L'ATTRAIT MIGNON,CPE,Montérégie,"225, rue Toulouse",CR
Longueuil,J4H 3Y9,20,80,QC,CENTRE DE LA PETITE ENFANCE L'ATTRAIT MIGNON,CPE,Montérégie,"60 555, boul Roland Therrien",CR
Longueuil,J4K 3V5,0,61,QC,CENTRE DE LA PETITE ENFANCE LA PETITE SEMENCE,CPE,Montérégie,"2805, rue Sainte Hélène",CR
Longueuil,J4K 5H8,10,88,QC,CENTRE DE LA PETITE ENFANCE LA PETITE SEMENCE,CPE,Montérégie,"1450, rue Nobert",CR
Longueuil,J4K 4E9,5,13,QC,CENTRE DE LA PETITE ENFANCE LA PETITE SEMENCE,CPE,Montérégie,"2255, rue Cartier",CR
Longueuil,J4J 4M2,0,80,QC,CENTRE DE LA PETITE ENFANCE LE PETIT PAIN D'ÉPICE INC.,CPE,Montérégie,"2022, rue Chamberland",CR
Longueuil,J4J 4M2,20,44,QC,CENTRE DE LA PETITE ENFANCE LE PETIT PAIN D'ÉPICE INC.,CPE,Montérégie,"1990, rue Chamberland",CR
Longueuil,J4K 3R2,10,78,QC,CENTRE DE LA PETITE ENFANCE LE PETIT PRINCE,CPE,Montérégie,"520, rue Sainte Hélène",CR
Longueuil,J4H 4E4,10,70,QC,CENTRE DE LA PETITE ENFANCE LES PETITS ADULTES,CPE,Montérégie,"785, rue de Châteauguay",CR
Longueuil,J4J 3P6,10,80,QC,CENTRE DE LA PETITE ENFANCE MON MONDE À MOI,CPE,Montérégie,"2013, rue Brébeuf",CR
Longueuil,J4G 1B4,5,40,QC,CENTRE DE LA PETITE ENFANCE MON MONDE À MOI,CPE,Montérégie,"2326, boulevard Marie Victorin",CR
Longueuil,J4J 5L6,10,80,QC,"CENTRE DE LA PETITE ENFANCE PIERRE BOUCHER, INSTALLATION CURÉ POIRIER",CPE,Montérégie,"1450, boulevard Curé Poirier Est",CR
Longueuil,J4N 1A2,10,88,QC,"CENTRE DE LA PETITE ENFANCE PIERRE BOUCHER, INSTALLATION JACQUES CARTIER",CPE,Montérégie,"1200, chemin du Tremblay",CR
Longueuil,J4G 1A7,10,80,QC,"CENTRE DE LA PETITE ENFANCE PIERRE BOUCHER, INSTALLATION MARIE VICTORIN",CPE,Montérégie,"2070, boulevard Marie Victorin",CR
Longueuil,J4K 1W6,10,80,QC,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION ARLEQUIN,CPE,Montérégie,"1080, chemin du Coteau Rouge",CR
Longueuil,J4K 2C7,5,51,QC,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION COLOMBINE,CPE,Montérégie,"920, boulevard Curé Poirier Ouest",CR
Longueuil,J4J 3M7,10,77,QC,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION PIERROT,CPE,Montérégie,"1182, rue Daniel",CR
Longueuil,J4J 1X2,10,34,QC,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION POLICHINELLE,CPE,Montérégie,"269, chemin du Coteau Rouge",CR
Longueuil,J4L 1P4,30,80,QC,CENTRE DE LA PETITE ENFANCE PIERROT LA LUNE INC. INSTALLATION SCARAMOUCHE,CPE,Montérégie,"2401, rue Gamache",CR
Longueuil,J4K 3J4,10,62,QC,CENTRE DE LA PETITE ENFANCE POMME SOLEIL,CPE,Montérégie,"2100, rue La Salle",CR
Longueuil,J4G 2M6,5,65,QC,CENTRE DE LA PETITE ENFANCE POMME SOLEIL,CPE,Montérégie,"525, rue Adoncour",CR
Longueuil,J4G 2V1,10,72,QC,CENTRE DE LA PETITE ENFANCE PRATT,CPE,Montérégie,"550, rue Adoncour",CR
Longueuil,J4G 2V1,10,80,QC,CENTRE DE LA PETITE ENFANCE PRATT,CPE,Montérégie,"560, rue Adoncour",CR
Longueuil,J4G 2M6,0,76,QC,CENTRE DE LA PETITE ENFANCE SES AMIS,CPE,Montérégie,"625, rue Adoncour",CR
Longueuil,J4K 3T5,5,57,QC,CENTRE DE LA PETITE ENFANCE: MA LICORNE,CPE,Montérégie,"2165, rue Sainte Hélène",CR
Longueuil,J4M 1C2,0,29,QC,CENTRE ÉDUCATIF PETIT MONDE,GARD,Montérégie,"1418, rue Beauharnois",
Longueuil,J4K 4G5,10,80,QC,CPE VOS TOUT PETITS,CPE,Montérégie,"2503, rue Cartier",CR
Longueuil,J4J 1M7,0,59,QC,GARDERIE AU PETIT LUTIN INC.,GARD,Montérégie,"606, rue Barthélémy",CR
Longueuil,J4K 5C8,20,80,QC,GARDERIE BIA MEL V INC.,GARD,Montérégie,"25, boulevard La Fayette, porte 110",
Longueuil,J4H 2X7,0,34,QC,GARDERIE DES P'TITS ZAMIS,GARD,Montérégie,"365, rue St Jean, porte 25",
Longueuil,J4J 4X1,15,80,QC,GARDERIE DES PINSONS ENR.,GARD,Montérégie,"1000, boulevard Curé Poirier Est",CR
Longueuil,J4H 3H3,15,80,QC,GARDERIE LAURIE BRICOLE LÀ,GARD,Montérégie,"24, rue Grant",CR
Longueuil,J4J 2V7,10,80,QC,GARDERIE LE CENTRE LA BONTE INC.,GARD,Montérégie,"514, rue Antoinette Robidoux",CR
Longueuil,J4L 3R2,15,83,QC,GARDERIE LES OISEAUX DE LONGUEUIL 2,GARD,Montérégie,"2888, rue de Lyon",
Longueuil,J4K 3R2,10,80,QC,GARDERIE LES POUSSES,GARD,Montérégie,"482, rue Sainte Hélène",CR
Longueuil,J4J 3X1,10,60,QC,GARDERIE MINA ET SES AMIS COMPAGNIE,GARD,Montérégie,"1297, chemin de Chambly",
Longueuil,J4K 1L5,10,70,QC,GARDERIE PETIT MONDE,GARD,Montérégie,"1485, boulevard Desaulniers",CR
Longueuil,J4K 3S6,10,78,QC,GARDERIE TOM POUCE INC.,GARD,Montérégie,"1322, rue Sainte Hélène",CR
Longueuil,J4K 4W9,5,63,QC,GARDERIE ÉDUCATIVE & MATERNELLE LA PÉPINIÈRE INC.,GARD,Montérégie,"1960, rue Joliette",CR
Longueuil,J4J 1Y7,20,80,QC,GARDERIE ÉDUCATIVE ABC 123 INC.,GARD,Montérégie,"553, chemin du Coteau Rouge",CR
Longueuil,J4J 4W1,0,15,QC,GARDERIE ÉDUCATIVE CHÂTEAU DES CALINOURS INC.,GARD,Montérégie,"2141, rue Jean Béliveau, porte 2",CR
Longueuil,J4L 2N8,0,38,QC,GARDERIE ÉDUCATIVE L'ÉCOLE DU VILLAGE INC.,GARD,Montérégie,"2480, rue Marmier",CR
Longueuil,J4J 3X5,10,80,QC,GARDERIE ÉDUCATIVE LE CLOWN SUR LA LUNE,GARD,Montérégie,"100 1644, chemin de Chambly",CR
